,zipcode,N1,agi_stub
145421,78362,620.0,5
145422,78362,110.0,6
145423,78363,4700.0,1
145424,78363,3150.0,2
145425,78363,1510.0,3
145426,78363,890.0,4
145427,78363,1150.0,5
145428,78363,170.0,6
145429,78368,1720.0,1
145430,78368,1070.0,2
145431,78368,500.0,3
145432,78368,310.0,4
145433,78368,340.0,5
145434,78368,60.0,6
145435,78369,80.0,1
145436,78369,40.0,2
145437,78369,20.0,3
145438,78369,0.0,4
145439,78369,20.0,5
145440,78369,0.0,6
145441,78370,790.0,1
145442,78370,590.0,2
145443,78370,350.0,3
145444,78370,200.0,4
145445,78370,310.0,5
145446,78370,70.0,6
145447,78372,950.0,1
145448,78372,630.0,2
145449,78372,360.0,3
145450,78372,230.0,4
145451,78372,340.0,5
145452,78372,70.0,6
145453,78373,560.0,1
145454,78373,400.0,2
145455,78373,230.0,3
145456,78373,150.0,4
145457,78373,290.0,5
145458,78373,210.0,6
145459,78374,2450.0,1
145460,78374,1920.0,2
145461,78374,1410.0,3
145462,78374,900.0,4
145463,78374,1630.0,5
145464,78374,460.0,6
145465,78375,620.0,1
145466,78375,360.0,2
145467,78375,150.0,3
145468,78375,70.0,4
145469,78375,90.0,5
145470,78375,0.0,6
145471,78376,60.0,1
145472,78376,30.0,2
145473,78376,20.0,3
145474,78376,0.0,4
145475,78376,0.0,5
145476,78376,0.0,6
145477,78377,620.0,1
145478,78377,400.0,2
145479,78377,240.0,3
145480,78377,130.0,4
145481,78377,170.0,5
145482,78377,30.0,6
145483,78379,270.0,1
145484,78379,190.0,2
145485,78379,90.0,3
145486,78379,70.0,4
145487,78379,110.0,5
145488,78379,40.0,6
145489,78380,4230.0,1
145490,78380,2670.0,2
145491,78380,1190.0,3
145492,78380,600.0,4
145493,78380,920.0,5
145494,78380,270.0,6
145495,78382,2930.0,1
145496,78382,1760.0,2
145497,78382,1080.0,3
145498,78382,700.0,4
145499,78382,1200.0,5
145500,78382,450.0,6
145501,78383,530.0,1
145502,78383,360.0,2
145503,78383,240.0,3
145504,78383,170.0,4
145505,78383,260.0,5
145506,78383,100.0,6
145507,78384,1130.0,1
145508,78384,690.0,2
145509,78384,280.0,3
145510,78384,110.0,4
145511,78384,130.0,5
145512,78384,0.0,6
145513,78387,1750.0,1
145514,78387,1150.0,2
145515,78387,630.0,3
145516,78387,330.0,4
145517,78387,410.0,5
145518,78387,90.0,6
145519,78389,320.0,1
145520,78389,220.0,2
145521,78389,110.0,3
145522,78389,70.0,4
145523,78389,100.0,5
145524,78389,0.0,6
145525,78390,1010.0,1
145526,78390,680.0,2
145527,78390,320.0,3
145528,78390,190.0,4
145529,78390,200.0,5
145530,78390,70.0,6
145531,78391,50.0,1
145532,78391,60.0,2
145533,78391,0.0,3
145534,78391,20.0,4
145535,78391,0.0,5
145536,78391,0.0,6
145537,78393,400.0,1
145538,78393,270.0,2
145539,78393,160.0,3
145540,78393,90.0,4
145541,78393,130.0,5
145542,78393,20.0,6
145543,78401,630.0,1
145544,78401,300.0,2
145545,78401,150.0,3
145546,78401,80.0,4
145547,78401,100.0,5
145548,78401,110.0,6
145549,78402,80.0,1
145550,78402,60.0,2
145551,78402,40.0,3
145552,78402,20.0,4
145553,78402,60.0,5
145554,78402,0.0,6
145555,78404,2840.0,1
145556,78404,1740.0,2
145557,78404,780.0,3
145558,78404,370.0,4
145559,78404,470.0,5
145560,78404,230.0,6
145561,78405,3150.0,1
145562,78405,1640.0,2
145563,78405,500.0,3
145564,78405,160.0,4
145565,78405,70.0,5
145566,78405,0.0,6
145567,78406,220.0,1
145568,78406,130.0,2
145569,78406,60.0,3
145570,78406,40.0,4
145571,78406,0.0,5
145572,78406,0.0,6
145573,78407,340.0,1
145574,78407,210.0,2
145575,78407,60.0,3
145576,78407,40.0,4
145577,78407,30.0,5
145578,78407,0.0,6
145579,78408,2470.0,1
145580,78408,1370.0,2
145581,78408,430.0,3
145582,78408,150.0,4
145583,78408,100.0,5
145584,78408,0.0,6
145585,78409,470.0,1
145586,78409,360.0,2
145587,78409,170.0,3
145588,78409,80.0,4
145589,78409,90.0,5
145590,78409,0.0,6
145591,78410,4030.0,1
145592,78410,3090.0,2
145593,78410,1930.0,3
145594,78410,1280.0,4
145595,78410,2000.0,5
145596,78410,360.0,6
145597,78411,4710.0,1
145598,78411,3380.0,2
145599,78411,1720.0,3
145600,78411,860.0,4
145601,78411,1070.0,5
145602,78411,380.0,6
145603,78412,6420.0,1
145604,78412,4570.0,2
145605,78412,2290.0,3
145606,78412,1140.0,4
145607,78412,1320.0,5
145608,78412,420.0,6
145609,78413,5670.0,1
145610,78413,4450.0,2
145611,78413,2430.0,3
145612,78413,1590.0,4
145613,78413,2540.0,5
145614,78413,690.0,6
145615,78414,5460.0,1
145616,78414,4580.0,2
145617,78414,3400.0,3
145618,78414,2530.0,4
145619,78414,4390.0,5
145620,78414,1220.0,6
145621,78415,8240.0,1
145622,78415,5410.0,2
145623,78415,2290.0,3
145624,78415,1020.0,4
145625,78415,950.0,5
145626,78415,180.0,6
145627,78416,3460.0,1
145628,78416,1960.0,2
145629,78416,680.0,3
145630,78416,240.0,4
145631,78416,130.0,5
145632,78416,0.0,6
145633,78417,1010.0,1
145634,78417,690.0,2
145635,78417,250.0,3
145636,78417,110.0,4
145637,78417,100.0,5
145638,78417,0.0,6
145639,78418,4570.0,1
145640,78418,3150.0,2
145641,78418,1970.0,3
145642,78418,1420.0,4
145643,78418,2390.0,5
145644,78418,930.0,6
145645,78501,12280.0,1
145646,78501,6390.0,2
145647,78501,2870.0,3
145648,78501,1220.0,4
145649,78501,1530.0,5
145650,78501,460.0,6
145651,78503,4880.0,1
145652,78503,2510.0,2
145653,78503,1110.0,3
145654,78503,470.0,4
145655,78503,500.0,5
145656,78503,280.0,6
145657,78504,9010.0,1
145658,78504,5760.0,2
145659,78504,3580.0,3
145660,78504,1990.0,4
145661,78504,3220.0,5
145662,78504,1130.0,6
145663,78516,7350.0,1
145664,78516,3920.0,2
145665,78516,1580.0,3
145666,78516,550.0,4
145667,78516,500.0,5
145668,78516,50.0,6
145669,78520,14060.0,1
145670,78520,7870.0,2
145671,78520,3170.0,3
145672,78520,1360.0,4
145673,78520,1620.0,5
145674,78520,340.0,6
145675,78521,20410.0,1
145676,78521,11520.0,2
145677,78521,4070.0,3
145678,78521,1490.0,4
145679,78521,1350.0,5
145680,78521,300.0,6
145681,78526,9940.0,1
145682,78526,6590.0,2
145683,78526,3280.0,3
145684,78526,1590.0,4
145685,78526,1970.0,5
145686,78526,350.0,6
145687,78536,60.0,1
145688,78536,60.0,2
145689,78536,0.0,3
145690,78536,0.0,4
145691,78536,0.0,5
145692,78536,0.0,6
145693,78537,11360.0,1
145694,78537,5440.0,2
145695,78537,1740.0,3
145696,78537,660.0,4
145697,78537,490.0,5
145698,78537,60.0,6
145699,78538,2740.0,1
145700,78538,1420.0,2
145701,78538,480.0,3
145702,78538,190.0,4
145703,78538,170.0,5
145704,78538,0.0,6
145705,78539,5940.0,1
145706,78539,3870.0,2
145707,78539,2250.0,3
145708,78539,1180.0,4
145709,78539,1960.0,5
145710,78539,520.0,6
145711,78541,8820.0,1
145712,78541,5010.0,2
145713,78541,2200.0,3
145714,78541,1020.0,4
145715,78541,1080.0,5
145716,78541,170.0,6
145717,78542,15720.0,1
145718,78542,8260.0,2
145719,78542,3390.0,3
145720,78542,1450.0,4
145721,78542,1530.0,5
145722,78542,200.0,6
145723,78550,10070.0,1
145724,78550,6290.0,2
145725,78550,2440.0,3
145726,78550,1210.0,4
145727,78550,1450.0,5
145728,78550,350.0,6
145729,78552,6270.0,1
145730,78552,4210.0,2
145731,78552,1990.0,3
145732,78552,1160.0,4
145733,78552,1690.0,5
145734,78552,490.0,6
145735,78557,3750.0,1
145736,78557,2140.0,2
145737,78557,890.0,3
145738,78557,330.0,4
145739,78557,230.0,5
145740,78557,40.0,6
145741,78559,2440.0,1
145742,78559,1490.0,2
145743,78559,670.0,3
145744,78559,260.0,4
145745,78559,370.0,5
145746,78559,40.0,6
145747,78560,960.0,1
145748,78560,680.0,2
145749,78560,320.0,3
145750,78560,120.0,4
145751,78560,110.0,5
145752,78560,0.0,6
145753,78563,90.0,1
145754,78563,70.0,2
145755,78563,50.0,3
145756,78563,0.0,4
145757,78563,30.0,5
145758,78563,0.0,6
145759,78566,4410.0,1
145760,78566,2680.0,2
145761,78566,1180.0,3
145762,78566,590.0,4
145763,78566,700.0,5
145764,78566,100.0,6
145765,78569,770.0,1
145766,78569,530.0,2
145767,78569,220.0,3
145768,78569,100.0,4
145769,78569,110.0,5
145770,78569,20.0,6
145771,78570,7470.0,1
145772,78570,3870.0,2
145773,78570,1390.0,3
145774,78570,500.0,4
145775,78570,390.0,5
145776,78570,50.0,6
145777,78572,14900.0,1
145778,78572,8310.0,2
145779,78572,3940.0,3
145780,78572,1820.0,4
145781,78572,2220.0,5
145782,78572,650.0,6
145783,78573,8570.0,1
145784,78573,4600.0,2
145785,78573,2030.0,3
145786,78573,860.0,4
145787,78573,920.0,5
145788,78573,270.0,6
145789,78574,12840.0,1
145790,78574,6310.0,2
145791,78574,2670.0,3
145792,78574,1110.0,4
145793,78574,1180.0,5
145794,78574,260.0,6
145795,78575,990.0,1
145796,78575,580.0,2
145797,78575,330.0,3
145798,78575,160.0,4
145799,78575,300.0,5
145800,78575,170.0,6
145801,78576,2740.0,1
145802,78576,1410.0,2
145803,78576,540.0,3
145804,78576,210.0,4
145805,78576,190.0,5
145806,78576,0.0,6
145807,78577,16650.0,1
145808,78577,9140.0,2
145809,78577,3640.0,3
145810,78577,1440.0,4
145811,78577,1270.0,5
145812,78577,180.0,6
145813,78578,2130.0,1
145814,78578,1180.0,2
145815,78578,490.0,3
145816,78578,330.0,4
145817,78578,380.0,5
145818,78578,140.0,6
145819,78580,2250.0,1
145820,78580,1390.0,2
145821,78580,570.0,3
145822,78580,240.0,4
145823,78580,170.0,5
145824,78580,50.0,6
145825,78582,8430.0,1
145826,78582,4780.0,2
145827,78582,2070.0,3
145828,78582,890.0,4
145829,78582,800.0,5
145830,78582,100.0,6
145831,78583,1200.0,1
145832,78583,790.0,2
145833,78583,290.0,3
145834,78583,150.0,4
145835,78583,210.0,5
145836,78583,40.0,6
145837,78584,4470.0,1
145838,78584,2130.0,2
145839,78584,840.0,3
145840,78584,290.0,4
145841,78584,220.0,5
145842,78584,30.0,6
145843,78586,10740.0,1
145844,78586,6090.0,2
145845,78586,2250.0,3
145846,78586,970.0,4
145847,78586,950.0,5
145848,78586,120.0,6
145849,78588,70.0,1
145850,78588,60.0,2
145851,78588,0.0,3
145852,78588,20.0,4
145853,78588,0.0,5
145854,78588,0.0,6
145855,78589,8850.0,1
145856,78589,5100.0,2
145857,78589,2280.0,3
145858,78589,890.0,4
145859,78589,790.0,5
145860,78589,70.0,6
145861,78591,60.0,1
145862,78591,40.0,2
145863,78591,20.0,3
145864,78591,30.0,4
145865,78591,0.0,5
145866,78591,0.0,6
145867,78593,1150.0,1
145868,78593,740.0,2
145869,78593,240.0,3
145870,78593,110.0,4
145871,78593,90.0,5
145872,78593,0.0,6
145873,78595,1250.0,1
145874,78595,820.0,2
145875,78595,290.0,3
145876,78595,80.0,4
145877,78595,40.0,5
145878,78595,0.0,6
145879,78596,7220.0,1
145880,78596,4350.0,2
145881,78596,1960.0,3
145882,78596,850.0,4
145883,78596,1050.0,5
145884,78596,210.0,6
145885,78597,400.0,1
145886,78597,260.0,2
145887,78597,170.0,3
145888,78597,110.0,4
145889,78597,230.0,5
145890,78597,130.0,6
145891,78598,70.0,1
145892,78598,40.0,2
145893,78598,30.0,3
145894,78598,0.0,4
145895,78598,40.0,5
145896,78598,0.0,6
145897,78602,4650.0,1
145898,78602,3910.0,2
145899,78602,2370.0,3
145900,78602,1560.0,4
145901,78602,2270.0,5
145902,78602,610.0,6
145903,78605,880.0,1
145904,78605,710.0,2
145905,78605,480.0,3
145906,78605,340.0,4
145907,78605,500.0,5
145908,78605,140.0,6
145909,78606,920.0,1
145910,78606,650.0,2
145911,78606,470.0,3
145912,78606,310.0,4
145913,78606,550.0,5
145914,78606,260.0,6
145915,78607,30.0,1
145916,78607,30.0,2
145917,78607,30.0,3
145918,78607,0.0,4
145919,78607,30.0,5
145920,78607,0.0,6
145921,78608,100.0,1
145922,78608,70.0,2
145923,78608,60.0,3
145924,78608,30.0,4
145925,78608,30.0,5
145926,78608,30.0,6
145927,78609,310.0,1
145928,78609,220.0,2
145929,78609,140.0,3
145930,78609,90.0,4
145931,78609,150.0,5
145932,78609,60.0,6
145933,78610,4980.0,1
145934,78610,4960.0,2
145935,78610,3520.0,3
145936,78610,2560.0,4
145937,78610,4500.0,5
145938,78610,1060.0,6
145939,78611,2100.0,1
145940,78611,1700.0,2
145941,78611,1050.0,3
145942,78611,670.0,4
145943,78611,1060.0,5
145944,78611,390.0,6
145945,78612,2560.0,1
145946,78612,2120.0,2
145947,78612,1180.0,3
145948,78612,650.0,4
145949,78612,770.0,5
145950,78612,230.0,6
145951,78613,9330.0,1
145952,78613,7590.0,2
145953,78613,5160.0,3
145954,78613,3720.0,4
145955,78613,8780.0,5
145956,78613,5160.0,6
145957,78614,70.0,1
145958,78614,80.0,2
145959,78614,30.0,3
145960,78614,20.0,4
145961,78614,50.0,5
145962,78614,0.0,6
145963,78615,260.0,1
145964,78615,240.0,2
145965,78615,120.0,3
145966,78615,80.0,4
145967,78615,110.0,5
145968,78615,20.0,6
145969,78616,1740.0,1
145970,78616,1460.0,2
145971,78616,680.0,3
145972,78616,340.0,4
145973,78616,310.0,5
145974,78616,50.0,6
145975,78617,4620.0,1
145976,78617,4050.0,2
145977,78617,1890.0,3
145978,78617,770.0,4
145979,78617,660.0,5
145980,78617,70.0,6
145981,78618,40.0,1
145982,78618,50.0,2
145983,78618,40.0,3
145984,78618,0.0,4
145985,78618,40.0,5
145986,78618,0.0,6
145987,78619,550.0,1
145988,78619,320.0,2
145989,78619,210.0,3
145990,78619,180.0,4
145991,78619,610.0,5
145992,78619,810.0,6
145993,78620,2340.0,1
145994,78620,1520.0,2
145995,78620,1190.0,3
145996,78620,940.0,4
145997,78620,2570.0,5
145998,78620,1970.0,6
145999,78621,4140.0,1
146000,78621,3900.0,2
146001,78621,2170.0,3
146002,78621,1150.0,4
146003,78621,1320.0,5
146004,78621,270.0,6
146005,78623,230.0,1
146006,78623,170.0,2
146007,78623,150.0,3
146008,78623,140.0,4
146009,78623,260.0,5
146010,78623,60.0,6
146011,78624,3690.0,1
146012,78624,2860.0,2
146013,78624,1630.0,3
146014,78624,1110.0,4
146015,78624,1700.0,5
146016,78624,1070.0,6
146017,78626,5160.0,1
146018,78626,4930.0,2
146019,78626,3310.0,3
146020,78626,2170.0,4
146021,78626,3280.0,5
146022,78626,840.0,6
146023,78628,4500.0,1
146024,78628,3500.0,2
146025,78628,2530.0,3
146026,78628,2060.0,4
146027,78628,5340.0,5
146028,78628,3060.0,6
146029,78629,2030.0,1
146030,78629,1710.0,2
146031,78629,830.0,3
146032,78629,400.0,4
146033,78629,480.0,5
146034,78629,210.0,6
146035,78631,480.0,1
146036,78631,330.0,2
146037,78631,210.0,3
146038,78631,140.0,4
146039,78631,200.0,5
146040,78631,50.0,6
146041,78632,130.0,1
146042,78632,130.0,2
146043,78632,70.0,3
146044,78632,40.0,4
146045,78632,90.0,5
146046,78632,0.0,6
146047,78633,3020.0,1
146048,78633,2370.0,2
146049,78633,2130.0,3
146050,78633,1860.0,4
146051,78633,4290.0,5
146052,78633,1900.0,6
146053,78634,4490.0,1
146054,78634,4720.0,2
146055,78634,3580.0,3
146056,78634,2380.0,4
146057,78634,3460.0,5
146058,78634,580.0,6
146059,78636,630.0,1
146060,78636,460.0,2
146061,78636,270.0,3
146062,78636,200.0,4
146063,78636,350.0,5
146064,78636,150.0,6
146065,78638,320.0,1
146066,78638,310.0,2
146067,78638,150.0,3
146068,78638,90.0,4
146069,78638,160.0,5
146070,78638,50.0,6
146071,78639,1500.0,1
146072,78639,950.0,2
146073,78639,500.0,3
146074,78639,340.0,4
146075,78639,410.0,5
146076,78639,210.0,6
146077,78640,9390.0,1
146078,78640,9140.0,2
146079,78640,5660.0,3
146080,78640,3400.0,4
146081,78640,3910.0,5
146082,78640,530.0,6
146083,78641,9000.0,1
146084,78641,7430.0,2
146085,78641,5650.0,3
146086,78641,4570.0,4
146087,78641,9820.0,5
146088,78641,4880.0,6
146089,78642,2350.0,1
146090,78642,1800.0,2
146091,78642,1320.0,3
146092,78642,1200.0,4
146093,78642,2690.0,5
146094,78642,1210.0,6
146095,78643,1070.0,1
146096,78643,730.0,2
146097,78643,460.0,3
146098,78643,290.0,4
146099,78643,430.0,5
146100,78643,170.0,6
146101,78644,3190.0,1
146102,78644,2810.0,2
146103,78644,1410.0,3
146104,78644,770.0,4
146105,78644,910.0,5
146106,78644,170.0,6
146107,78645,1800.0,1
146108,78645,1410.0,2
146109,78645,1070.0,3
146110,78645,840.0,4
146111,78645,1780.0,5
146112,78645,870.0,6
146113,78648,1310.0,1
146114,78648,1080.0,2
146115,78648,510.0,3
146116,78648,280.0,4
146117,78648,330.0,5
146118,78648,90.0,6
146119,78650,230.0,1
146120,78650,230.0,2
146121,78650,120.0,3
146122,78650,60.0,4
146123,78650,110.0,5
146124,78650,40.0,6
146125,78652,660.0,1
146126,78652,620.0,2
146127,78652,470.0,3
146128,78652,370.0,4
146129,78652,760.0,5
146130,78652,200.0,6
146131,78653,4180.0,1
146132,78653,4720.0,2
146133,78653,3080.0,3
146134,78653,1820.0,4
146135,78653,1920.0,5
146136,78653,320.0,6
146137,78654,3150.0,1
146138,78654,2370.0,2
146139,78654,1300.0,3
146140,78654,840.0,4
146141,78654,1280.0,5
146142,78654,570.0,6
146143,78655,450.0,1
146144,78655,390.0,2
146145,78655,200.0,3
146146,78655,120.0,4
146147,78655,160.0,5
146148,78655,60.0,6
146149,78656,400.0,1
146150,78656,440.0,2
146151,78656,190.0,3
146152,78656,100.0,4
146153,78656,90.0,5
146154,78656,0.0,6
146155,78657,880.0,1
146156,78657,700.0,2
146157,78657,390.0,3
146158,78657,310.0,4
146159,78657,680.0,5
146160,78657,570.0,6
146161,78659,570.0,1
146162,78659,420.0,2
146163,78659,260.0,3
146164,78659,170.0,4
146165,78659,260.0,5
146166,78659,60.0,6
146167,78660,13610.0,1
146168,78660,13520.0,2
146169,78660,8920.0,3
146170,78660,5800.0,4
146171,78660,10310.0,5
146172,78660,2620.0,6
146173,78662,390.0,1
146174,78662,320.0,2
146175,78662,190.0,3
146176,78662,130.0,4
146177,78662,190.0,5
146178,78662,30.0,6
146179,78663,120.0,1
146180,78663,80.0,2
146181,78663,50.0,3
146182,78663,40.0,4
146183,78663,80.0,5
146184,78663,50.0,6
146185,78664,8240.0,1
146186,78664,8080.0,2
146187,78664,4620.0,3
146188,78664,2640.0,4
146189,78664,4000.0,5
146190,78664,1230.0,6
146191,78665,6610.0,1
146192,78665,5920.0,2
146193,78665,4090.0,3
146194,78665,3030.0,4
146195,78665,6670.0,5
146196,78665,2370.0,6
146197,78666,14530.0,1
146198,78666,9960.0,2
146199,78666,4090.0,3
146200,78666,2280.0,4
146201,78666,2980.0,5
146202,78666,900.0,6
146203,78669,1340.0,1
146204,78669,900.0,2
146205,78669,650.0,3
146206,78669,510.0,4
146207,78669,1280.0,5
146208,78669,1190.0,6
146209,78671,130.0,1
146210,78671,90.0,2
146211,78671,60.0,3
146212,78671,30.0,4
146213,78671,70.0,5
146214,78671,0.0,6
146215,78672,170.0,1
146216,78672,110.0,2
146217,78672,60.0,3
146218,78672,40.0,4
146219,78672,60.0,5
146220,78672,0.0,6
146221,78676,2010.0,1
146222,78676,1440.0,2
146223,78676,1010.0,3
146224,78676,760.0,4
146225,78676,1490.0,5
146226,78676,750.0,6
146227,78681,5760.0,1
146228,78681,4390.0,2
146229,78681,3020.0,3
146230,78681,2380.0,4
146231,78681,6090.0,5
146232,78681,3570.0,6
146233,78701,1030.0,1
146234,78701,700.0,2
146235,78701,800.0,3
146236,78701,700.0,4
146237,78701,1550.0,5
146238,78701,1760.0,6
146239,78702,3570.0,1
146240,78702,3380.0,2
146241,78702,2350.0,3
146242,78702,1560.0,4
146243,78702,2510.0,5
146244,78702,1270.0,6
146245,78703,1720.0,1
146246,78703,1480.0,2
146247,78703,1320.0,3
146248,78703,1050.0,4
146249,78703,2050.0,5
146250,78703,3310.0,6
146251,78704,5500.0,1
146252,78704,5810.0,2
146253,78704,4370.0,3
146254,78704,2620.0,4
146255,78704,4340.0,5
146256,78704,3820.0,6
146257,78705,3250.0,1
146258,78705,1490.0,2
146259,78705,750.0,3
146260,78705,340.0,4
146261,78705,480.0,5
146262,78705,340.0,6
146263,78717,3170.0,1
146264,78717,2720.0,2
146265,78717,2030.0,3
146266,78717,1410.0,4
146267,78717,4060.0,5
146268,78717,3180.0,6
146269,78719,330.0,1
146270,78719,280.0,2
146271,78719,130.0,3
146272,78719,70.0,4
146273,78719,40.0,5
146274,78719,0.0,6
146275,78721,1960.0,1
146276,78721,1720.0,2
146277,78721,820.0,3
146278,78721,510.0,4
146279,78721,770.0,5
146280,78721,290.0,6
146281,78722,790.0,1
146282,78722,900.0,2
146283,78722,580.0,3
146284,78722,320.0,4
146285,78722,590.0,5
146286,78722,340.0,6
146287,78723,4430.0,1
146288,78723,4120.0,2
146289,78723,2360.0,3
146290,78723,1350.0,4
146291,78723,2560.0,5
146292,78723,1360.0,6
146293,78724,4970.0,1
146294,78724,4180.0,2
146295,78724,1900.0,3
146296,78724,810.0,4
146297,78724,850.0,5
146298,78724,180.0,6
146299,78725,1630.0,1
146300,78725,1760.0,2
146301,78725,1160.0,3
146302,78725,550.0,4
146303,78725,540.0,5
146304,78725,80.0,6
146305,78726,1800.0,1
146306,78726,1720.0,2
146307,78726,890.0,3
146308,78726,420.0,4
146309,78726,1030.0,5
146310,78726,1230.0,6
146311,78727,3150.0,1
146312,78727,3430.0,2
146313,78727,2580.0,3
146314,78727,1840.0,4
146315,78727,3220.0,5
146316,78727,1240.0,6
146317,78728,3520.0,1
146318,78728,4170.0,2
146319,78728,2060.0,3
146320,78728,1150.0,4
146321,78728,1740.0,5
146322,78728,470.0,6
146323,78729,3730.0,1
146324,78729,4340.0,2
146325,78729,2570.0,3
146326,78729,1590.0,4
146327,78729,2730.0,5
146328,78729,880.0,6
146329,78730,850.0,1
146330,78730,680.0,2
146331,78730,510.0,3
146332,78730,290.0,4
146333,78730,720.0,5
146334,78730,1500.0,6
146335,78731,2640.0,1
146336,78731,2350.0,2
146337,78731,1630.0,3
146338,78731,1090.0,4
146339,78731,2490.0,5
146340,78731,3730.0,6
146341,78732,1450.0,1
146342,78732,700.0,2
146343,78732,610.0,3
146344,78732,440.0,4
146345,78732,1570.0,5
146346,78732,2610.0,6
146347,78733,850.0,1
146348,78733,430.0,2
146349,78733,300.0,3
146350,78733,260.0,4
146351,78733,750.0,5
146352,78733,1410.0,6
146353,78734,2620.0,1
146354,78734,1720.0,2
146355,78734,1260.0,3
146356,78734,970.0,4
146357,78734,2430.0,5
146358,78734,2310.0,6
146359,78735,2000.0,1
146360,78735,1810.0,2
146361,78735,1490.0,3
146362,78735,910.0,4
146363,78735,1860.0,5
146364,78735,2170.0,6
146365,78736,1030.0,1
146366,78736,1030.0,2
146367,78736,800.0,3
146368,78736,480.0,4
146369,78736,920.0,5
146370,78736,600.0,6
146371,78737,1850.0,1
146372,78737,1080.0,2
146373,78737,810.0,3
146374,78737,740.0,4
146375,78737,2590.0,5
146376,78737,2770.0,6
146377,78738,2230.0,1
146378,78738,1340.0,2
146379,78738,1050.0,3
146380,78738,830.0,4
146381,78738,2740.0,5
146382,78738,4930.0,6
146383,78739,1420.0,1
146384,78739,690.0,2
146385,78739,560.0,3
146386,78739,580.0,4
146387,78739,2390.0,5
146388,78739,3060.0,6
146389,78741,8450.0,1
146390,78741,7550.0,2
146391,78741,3460.0,3
146392,78741,1520.0,4
146393,78741,1760.0,5
146394,78741,640.0,6
146395,78742,190.0,1
146396,78742,130.0,2
146397,78742,60.0,3
146398,78742,0.0,4
146399,78742,20.0,5
146400,78742,0.0,6
146401,78744,8480.0,1
146402,78744,8520.0,2
146403,78744,3850.0,3
146404,78744,1710.0,4
146405,78744,1880.0,5
146406,78744,380.0,6
146407,78745,8540.0,1
146408,78745,9340.0,2
146409,78745,5480.0,3
146410,78745,3010.0,4
146411,78745,4300.0,5
146412,78745,1320.0,6
146413,78746,2330.0,1
146414,78746,1340.0,2
146415,78746,1230.0,3
146416,78746,900.0,4
146417,78746,2140.0,5
146418,78746,5110.0,6
146419,78747,3130.0,1
146420,78747,3300.0,2
146421,78747,2000.0,3
146422,78747,1200.0,4
146423,78747,1620.0,5
146424,78747,360.0,6
146425,78748,6570.0,1
146426,78748,7300.0,2
146427,78748,4860.0,3
146428,78748,2900.0,4
146429,78748,4930.0,5
146430,78748,1330.0,6
146431,78749,3320.0,1
146432,78749,3310.0,2
146433,78749,2670.0,3
146434,78749,1930.0,4
146435,78749,4220.0,5
146436,78749,2040.0,6
146437,78750,3100.0,1
146438,78750,2630.0,2
146439,78750,1740.0,3
146440,78750,1150.0,4
146441,78750,2620.0,5
146442,78750,2460.0,6
146443,78751,2250.0,1
146444,78751,2450.0,2
146445,78751,1390.0,3
146446,78751,740.0,4
146447,78751,1210.0,5
146448,78751,760.0,6
146449,78752,3050.0,1
146450,78752,3070.0,2
146451,78752,1480.0,3
146452,78752,630.0,4
146453,78752,700.0,5
146454,78752,210.0,6
146455,78753,9200.0,1
146456,78753,7960.0,2
146457,78753,3500.0,3
146458,78753,1600.0,4
146459,78753,1750.0,5
146460,78753,340.0,6
146461,78754,3790.0,1
146462,78754,4100.0,2
146463,78754,2550.0,3
146464,78754,1470.0,4
146465,78754,1800.0,5
146466,78754,330.0,6
146467,78756,890.0,1
146468,78756,1000.0,2
146469,78756,740.0,3
146470,78756,400.0,4
146471,78756,790.0,5
146472,78756,770.0,6
146473,78757,2350.0,1
146474,78757,2450.0,2
146475,78757,1840.0,3
146476,78757,1160.0,4
146477,78757,2500.0,5
146478,78757,1820.0,6
146479,78758,7000.0,1
146480,78758,6770.0,2
146481,78758,3710.0,3
146482,78758,2090.0,4
146483,78758,2740.0,5
146484,78758,780.0,6
146485,78759,4480.0,1
146486,78759,4810.0,2
146487,78759,3180.0,3
146488,78759,2040.0,4
146489,78759,4010.0,5
146490,78759,3320.0,6
146491,78801,3980.0,1
146492,78801,2530.0,2
146493,78801,1000.0,3
146494,78801,550.0,4
146495,78801,680.0,5
146496,78801,150.0,6
146497,78827,220.0,1
146498,78827,140.0,2
146499,78827,60.0,3
146500,78827,30.0,4
146501,78827,30.0,5
146502,78827,0.0,6
146503,78828,40.0,1
146504,78828,30.0,2
146505,78828,20.0,3
146506,78828,0.0,4
146507,78828,20.0,5
146508,78828,0.0,6
146509,78829,210.0,1
146510,78829,130.0,2
146511,78829,70.0,3
146512,78829,0.0,4
146513,78829,20.0,5
146514,78829,0.0,6
146515,78830,110.0,1
146516,78830,70.0,2
146517,78830,30.0,3
146518,78830,30.0,4
146519,78830,0.0,5
146520,78830,0.0,6
146521,78833,250.0,1
146522,78833,130.0,2
146523,78833,70.0,3
146524,78833,60.0,4
146525,78833,70.0,5
146526,78833,0.0,6
146527,78834,1450.0,1
146528,78834,920.0,2
146529,78834,430.0,3
146530,78834,220.0,4
146531,78834,220.0,5
146532,78834,40.0,6
146533,78838,80.0,1
146534,78838,60.0,2
146535,78838,40.0,3
146536,78838,30.0,4
146537,78838,50.0,5
146538,78838,30.0,6
146539,78839,1570.0,1
146540,78839,1010.0,2
146541,78839,350.0,3
146542,78839,150.0,4
146543,78839,120.0,5
